PPN;SYS
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
040019357;001344732
175447020;001784918
842288988;001485586
119787008;001508732
800348133;000468460
044412010;001374101
04591091X;001473067
091017327;001284197
865134804;001384993
102370338;001473324
245890629;000308511
84026366X;000866722
041678613;001786594
062934392;000737204
040801055;001479216
052163830;000721575
160786460;001692903
160786460;001692903
160786460;001692903
160786460;001692903
160786460;001692903
160786460;001692903
160786460;001692903
160786460;001692903
160786460;001692903
036823694;001308064
153665017;001642948
153665017;001642948
153665017;001642948
153665017;001642948
037801651;001318929
181775514;001815262
181775514;001815262
181775514;001815262
181775514;001815262
083541373;001702568
083541373;001702568
083541373;001702568
083541373;001702568
037658050;001315836
801514711;001315815
038301547;001324984
088049566;001263287
790877279;001232889
043791573;001373371
800347412;001361727
853608644;001292825
108842614;001376070
041748522;001368714
051439050;001251073
092953174;001290741
080183670;001353584
080183670;001269246
120460378;001496800
122358473;001494890
04634294X;001491757
172014697;001754862
046238190;001381310
096518812;001307318
037041959;001265909
047525320;000681945
113800665;001445275
862181534;001232873
064160165;001011358
140817816;001577789
83208672X;001560859
097901725;000852266
080046533;001216961
080046657;001216964
111065259;001393193
118525735;001480508
111063159;001393158
052173828;000841680
156141094;001653462
049424351;001471628
120238977;001494842
049736094;001431930
041452445;001294382
049198106;001428800
089883152;001277452
046819452;001483883
852422083;001498056
04709530X;001216778
841385688;000590635
173571050;001768218
036454427;001277048
047234571;001432744
036609528;001306379
051654253;001336055
864250983;001242716
852127022;001322340
083880437;001207287
106561634;001358056
863607454;001367990
852611870;001372039
049658492;001431929
852289472;001476842
119342014;001485382
093609159;001293061
105218421;001355729
03798344X;001501248
053342941;001242670
113856075;001445737
091531128;001445390
863710298;000008468
089873025;001699140
085878022;001240123
100955363;000687259
152075569;001634972
037180711;001322054
853184666;001469499
064200728;001023856
057453926;000102169
055937624;000688832
850834643;001295634
043189946;001228257
059810718;000297184
059826843;000304606
047156929;000481671
040491846;000585018
056998198;000827505
056998198;000827506
165541873;001707661
183079302;001828507
049417185;000941207
037399578;001165432
165922249;001711391
084761318;001692058
037711547;001800140
140619445;001816333
058087079;001498716
140108459;000975925
056793324;001349588
086824546;001251466
086824864;001251995
086825038;001251999
085361259;001235952
086826409;001252014
036429694;001252001
241363357;001964013
115842349;001473386
037039334;001265669
037039687;001265683
216268427;000737336
062935348;000737393
06293242X;000736833
184854083;001844237
831373415;000736823
831372907;000737335
167004115;001719673
062932357;000736824
045519900;001453850
06384320X;001392054
05715595X;001361657
831467592;001251058
060803258;001494434
124687431;001499501
860131890;001468654
860134954;001468672
830918892;000851222
84180267X;001431585
830272135;000805281
067033407;001463798
113452055;001431299
107198010;001360660
047249285;000016615
241443946;002002842
12087797X;001501173
120878003;001501175
113128983;001427875
125116993;001493905
113450796;001492649
099946009;001327837
057972540;001495131
088366804;001267074
087802740;001261527
059519657;000216644
061596604;000556888
052216195;001062323
05973034X;000274056
182877159;001839122
059797339;000290386
060205989;000389937
058315853;001883971
107654008;001365575
065409299;001165133
036090190;000795157
038212099;000216677
048773344;000656229
089670108;000795315
043704239;001893529
062834363;000716700
062834320;000716695
163176191;001586366
062933892;000737128
045755892;001027543
063181924;000823189
041534638;000263464
063878852;000927592
047075333;001754841
065107764;001086036
065409280;001165131
142249556;001850686
047097809;001336709
060820586;000475475
841190445;000178850
04282706X;000011416
036123625;000154080
257661263;001876018
089761197;001675530
085771104;000113467
085771104;000113467
085771104;000113467
085771104;000113467
085771104;000113467
085771104;000113467
085771104;000113467
085771104;000113467
085771104;000113467
120387964;001497016
111895987;001399325
084337605;001228788
109746295;001381737
241503957;001390369
850795664;001292503
107183331;001361839
092945392;001290586
084400943;001229226
097409162;001315186
120402084;001494787
241616417;002003641
045639973;001377772
097406082;001315136
052936732;001453647
115451544;001449064
086178695;001371040
041276795;001367273
107947153;001368759
058087370;001498408
079440762;001451263
111205174;001394709
244673349;001876721
801187818;000144863
065409272;001165129
113161581;000103471
041531159;000476966
036148474;001586377
039820564;000566381
059730331;000274055
186655673;000145485
186655673;000281884
186655673;000281884
186655673;000145485
186655673;000281884
186655673;000145485
037054457;001076299
040496716;001589229
047068752;000927590
04711665X;000290400
061929808;000644240
111787548;000182492
046278338;000290401
036070599;000799871
049553062;001884947
06519635X;001110086
036155772;001393668
154798606;001646913
244675139;001930030
044176104;000550412
044176104;000550412
044176104;000550412
044176104;000550412
044176104;000550412
044176104;000550412
044176104;000550412
044176104;000550412
044176104;000550412
089370546;001499124
084858842;001834064
115072802;001683403
169859207;001740113
244030030;001925539
047193034;001827834
185900267;001854210
047902302;001843089
176746528;001834069
087513579;001849571
047938498;001856875
162738862;001846010
080151027;000989588
080151027;000989588
080151027;000989588
080151027;000989588
105132969;001354470
850869161;001431214
850869161;001431214
850869161;001431214
850869161;001431214
842088490;001428554
040937232;001354437
174077513;001774140
040966399;000964812
861966635;001739922
06152834X;000538923
177267372;001797511
177267089;001797504
177267585;001797516
226073599;001374770
087176424;001255363
263084744;002060529
043231292;001369512
105429716;001356253
850696798;001045397
04564036X;001298634
097802638;001318935
117276251;001476629
110893042;001391336
04120705X;001367908
090602994;001499412
114391580;001452095
089400526;001272196
048487708;001329619
066637570;000737392
052467104;001277972
052467104;001277972
052467104;001277972
052467104;001277972
036813710;001306405
088154580;001428360
114151148;001449514
099639890;001325057
099639890;001325057
099639890;001325057
099639890;001325057
094849404;001296768
06522518X;001119299
862848245;001393620
037311891;001325784
044386230;000974786
049061860;001401081
11414429X;001449401
115290818;001342922
062715755;001378049
86364421X;001401073
036663824;001287761
790421615;000764401
043286550;001428815
099248387;001323349
119778904;001475932
102034737;001339679
120663988;001498689
115186670;001467036
115186670;001467036
115186670;001467036
115186670;001467036
061733598;000593574
062664913;000680731
116594985;002022954
044885512;001400387
056924607;001472432
86029479X;001360359
084742674;001231454
150971109;001500993
119852284;001491589
085831174;001239340
043161782;001413094
118681508;001230240
850660564;001373556
036160822;001277476
109125649;001377777
049406507;001239016
121849724;001507276
050478419;001368816
036402753;001310409
048542172;001371665
863583040;000680730
039753409;000680732
062934902;000737307
062924524;000735681
062933442;000737016
062924532;000735682
062931687;000736728
062927558;000736135
173426867;000736134
173426867;000736134
173426867;000736134
173426867;000736134
062933450;000737017
062924931;000735740
062933434;000737015
062933434;000737015
062933434;000737015
062933434;000737015
044809360;000985828
058277412;001787448
036275379;000719041
136154492;001872811
245973893;001931949
049656244;001431888
049737465;001431967
062934007;000737146
062932373;000736828
062931709;000736730
19774298X;001908304
062924486;000735676
062933388;000737008
832007471;000886643
036056189;001875924
053100298;001848185
061892882;000635518
248067249;001875934
248078089;001875980
248078429;001875983
248078860;001875984
248079123;001875985
24807928X;001875988
24807959X;001875989
189939737;001875991
248080059;001875992
248080202;001875993
248080415;001875997
248067788;001875937
24808075X;001875999
248068172;001875939
248068563;001875942
248074938;001875946
248075098;001875948
049884026;001875971
248076256;001875976
248077562;001875977
06266493X;000680734
062664948;000680735
160786460;001692903
160786460;001692903
160786460;001692903
160786460;001692903
160786460;001692903
160786460;001692903
160786460;001692903
160786460;001692903
160786460;001692903
160786460;001692903
160786460;001692903
160786460;001692903
160786460;001692903
160786460;001692903
160786460;001692903
160786460;001692903
160786460;001692903
160786460;001692903
153665017;001642948
153665017;001642948
153665017;001642948
153665017;001642948
181775514;001815262
181775514;001815262
181775514;001815262
181775514;001815262
083541373;001702568
083541373;001702568
083541373;001702568
083541373;001702568
085771104;000113467
085771104;000113467
085771104;000113467
085771104;000113467
085771104;000113467
085771104;000113467
085771104;000113467
085771104;000113467
085771104;000113467
085771104;000113467
085771104;000113467
085771104;000113467
085771104;000113467
085771104;000113467
085771104;000113467
085771104;000113467
085771104;000113467
085771104;000113467
186655673;000145485
186655673;000281884
186655673;000281884
186655673;000145485
186655673;000281884
186655673;000145485
186655673;000145485
186655673;000281884
186655673;000281884
186655673;000145485
186655673;000281884
186655673;000145485
044176104;000550412
044176104;000550412
044176104;000550412
044176104;000550412
044176104;000550412
044176104;000550412
044176104;000550412
044176104;000550412
044176104;000550412
850869161;001431214
850869161;001431214
850869161;001431214
850869161;001431214
080151027;000989588
080151027;000989588
080151027;000989588
080151027;000989588
099639890;001325057
099639890;001325057
099639890;001325057
099639890;001325057
052467104;001277972
052467104;001277972
052467104;001277972
052467104;001277972
115186670;001467036
115186670;001467036
115186670;001467036
115186670;001467036
173426867;000736134
173426867;000736134
173426867;000736134
173426867;000736134
062933434;000737015
062933434;000737015
062933434;000737015
062933434;000737015
059897694;000375849
188945660;000324902
851048722;001245685
113422822;001430852
114136084;001449249
176733914;001792856
185900844;001854227
036081396;000823938
041466373;000802918
041466373;000802918
833475959;001696963
16195121X;001685031
047588527;000595431
049730770;001837704
047020180;001703321
862136296;000077300
061573884;000550626
05995695X;000342690
17512244X;001781712
041555856;001489182
161387012;001681335
161387055;001681336
039751619;001750074
185518311;000968637
185971563;001855083
061551872;000546591
822363984;001784737
186009607;001855588
183705467;001836642
18355762X;001834907
065209273;001114136
833346776;001803634
057653801;000001815
15733466X;000002325
176565469;001791900
17657249X;001791993
059953829;000341318
110031938;000984730
063148609;000818564
15746086X;001695133
088146812;001679965
864319681;000063322
112082149;001836246
112082319;001836257
060766417;000470359
146380126;000214274
852502257;001701777
05546520X;001844524
102421390;001310702
057950725;001830733
040612066;001804289
184915015;001845243
058937285;000030406
175171246;001782215
177250283;000973905
040925404;000904551
041041313;000531088
84015321X;000964535
058884629;000007023
156482819;001356441
108429032;001372210
055418325;001374820
053401808;001465236
053039343;001461546
037430335;001704558
176746064;001793024
036168092;001792994
036168211;001793027
043600891;001028098
043600891;001028098
043600891;001028098
043600891;001028098
043600891;001028098
043600891;001028098
043600891;001028098
043600891;001028098
043600891;001028098
168481162;001731659
263644995;000016412
865347344;001253562
865347344;001254477
037495631;001303193
851206867;001408545
185972268;001855097
109505670;001377411
086594133;001248856
266817815;001426621
062509497;000671111
062509543;000671119
06251296X;000671942
062623702;000674260
062648101;000676799
863523145;001269368
037309242;000686800
100248063;001329618
123690498;001494581
056783965;001489987
098182242;001321739
114138966;001449296
101444486;001340299
064267482;001043191
108746437;001375280
04741927X;001299192
056303025;001369575
038120011;001448895
038120011;001332497
055447848;001375800
11210343X;001401131
050989278;001319082
852683979;001352023
050804332;000158526
833449141;001735963
833449141;001735963
833449141;001735963
833449141;001735963
107135787;001361475
056012187;001296199
050248669;001249445
145546799;001267183
056328400;001053581
117798576;001479399
100606415;001332999
860705439;001322036
108179877;001370649
86204748X;000667327
062684957;000685461
108356574;001372106
064984982;001051663
087742683;001261359
087742683;001261359
087742683;001261359
087742683;001261359
043465684;001430950
107509504;001361935
064137457;001003003
124504493;001519176
093972245;001293701
860294005;000663169
114987114;001464187
107135825;001361476
092784003;001290180
114990883;001464247
840475632;001249303
106564641;001358086
064158454;001010741
166221252;001228417
093681321;001290229
185368956;001370321
088987213;001269175
107175940;001361796
120881055;001501258
106839446;001359349
062671375;000682021
044808380;001451632
056700717;001297557
064981975;001050736
865058369;001253504
059301201;000180739
063780984;000908377
064082962;000991960
120372711;001496774
111590574;001396433
115041370;001465233
078183413;001369570
095109781;001299992
843562080;001378503
120649357;001499397
086187074;001244260
114127042;001449104
084690569;001231111
138973407;001563440
140817395;001577782
170159051;001742762
086454714;001247445
066594170;001727834
181662299;000965129
138267502;001728042
119851326;001491570
059944390;000337858
063486350;001256837
038257017;001468627
134240332;001542023
06293600X;000737499
181087847;001808603
092451373;001642489
046816496;001296172
851132014;000488377
111214815;001394862
059983841;000353032
062335448;001378712
174858256;001780006
037098381;000521953
822361353;000974280
059308729;000183571
063873575;000926256
115344071;001468122
110922662;001643112
124039286;001499127
093258216;001291738
118590626;001468361
843679271;001369564
052997464;001445347
09728551X;001314385
063046105;000817022
865333246;000816901
063776596;000907283
046106596;001642517
055606059;001481041
089195760;
83307220X;001253345
037072056;001315900
058031669;001726740
062796429;000705666
124588336;000886700
102000425;000584947
057169314;000163297
038058588;001109947
043040934;000737304
185519687;001850649
036478628;000854602
036281344;001278856
098576232;001452549
114257167;001450534
117242713;001476020
079173578;001643493
113849036;001445542
177260076;001376717
097320471;001314619
107215608;001362063
053105605;001461609
852661754;001398094
086857983;001252302
039908488;001764777
266304672;000724301
113429991;001430933
864936915;000678124
058998144;000065151
864336349;000065152
123181135;001510327
100947786;001510331
047621745;001330926
046067477;001510339
036163309;001510349
864264887;001510354
864267290;000682932
101311656;001338927
101311656;001338927
101311656;001338927
101311656;001338927
109774507;001381102
241610648;002003624
041043340;000458476
850754887;000531070
055452906;001481099
086142127;000682882
241603595;001503594
062656627;000678757
863953700;001231230
109280296;001378192
088165914;001265785
106960326;001360562
106960326;001360562
106960326;001360562
106960326;001360562
184598664;001374216
241507286;001482419
104773952;001353499
822670623;001372400
043467857;001925201
170126803;001811684
061635715;000568256
062652656;000677789
105198234;000677790
105198234;001472265
062652672;000677791
062652680;000677792
11584158X;001842380
125144385;001523736
043311741;000012891
051823551;001329351
100095291;001327633
100096271;001329359
100096581;001329366
099937190;001327672
100097723;001329381
100098134;001329390
099944405;001327809
244841780;001885387
087313588;001256917
087313774;001256923
08548265X;001236594
191294713;000290380
061628107;000566370
106059238;001356987
241187052;001356992
106062700;001357025
106062700;001357025
040084477;001357015
14938579X;001727015
174274106;001775412
213534460;001925507
244675910;001913479
059797401;000290413
059729562;000273713
059729589;000273716
244851298;000273717
244851492;000273715
059729554;000273711
059729570;000273714
244851573;001885040
059729546;000273710
14936430X;000101945
043591531;001952476
062856693;000723118
063234823;000834746
181587270;001812970
182323161;001819938
265596645;
106949810;001360428
100748740;001334417
119877783;001491758
112429297;001410857
097675091;001317597
241780578;001365081
042162343;001360737
114133069;001449210
046160515;001366785
09080449X;001281624
865042802;001314387
113644647;001433869
180508156;001802037
053432924;001025596
084693924;001837471
243913982;001942622
243954565;001942629
104762640;001850902
24400630X;001942652
83094155X;000025058
057720673;001366663
163668841;001698278
036612510;001041800
040693481;001808535
243916930;001942605
058919430;000025025
054696666;001698334
17297836X;001762572
160806615;001805405
052918998;000010231
26654696X;001367625
043154654;001369761
12073396X;001500439
058641823;001500418
036029319;000851112
04348803X;000699966
045538212;000509296
250129647;001938329
865219885;001938462
250132214;001938465
250132281;001938467
250132370;001938476
036943401;001938478
250132508;001938479
250145995;001939372
250146401;001939375
250146568;001939377
250146673;001939380
250130122;001938430
250146738;001939381
057648344;001939385
250146819;001939384
25014770X;001939387
250148471;001939394
043300332;001939389
250148560;001939396
250148692;001939399
250148935;001939402
250130521;001938431
043286712;001939403
250130726;001938432
057649510;001938435
057327254;001938444
25013201X;001938458
192794639;001498124
842627251;001230272
119728419;001489549
087019949;001433137
036403377;001461598
047593628;001428582
840322100;000801246
036567442;001287906
062927566;000736136
062933426;000737014
062932381;000736829
062924559;000735684
173421423;000736152
062932411;000736832
06292494X;000735741
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
062924540;000735683
062933418;000737012
087323648;001307328
851665314;001476838
851665314;001476837
241620716;001471392
114142238;001449365
241621925;001476815
045016178;000766477
117314129;001476841
241617901;001476991
24161838X;001476853
241618843;001476904
241619165;001476938
241619394;001476813
241619831;001476968
117314323;001476846
241275105;001455030
117317969;001476898
117317969;001476898
117317969;001476898
117317969;001476898
051665816;001335596
119913666;001492561
078298539;001344009
119879999;001491787
107681420;001330238
109805860;001382277
108245446;001371543
11387362X;001446102
045945004;001378620
841360375;001396029
050812637;001314372
850917379;001462075
114254869;001450490
85171949X;000562407
852872720;001317188
151326452;001319038
036605115;001379866
119243466;001469911
106952897;001358808
230278094;001272461
120239779;001494859
051952793;001945977
173482872;001315127
84426153X;001256010
231575963;000537602
198192894;001942632
158565673;001294744
158566726;001666482
158569199;001666501
200988735;001910540
200989375;001910546
150768605;001910551
244648921;002021201
832930989;000943731
161571727;001683106
166919284;001403947
197325424;001375615
058297324;000006030
156107546;000736826
082550247;001365584
041466373;000802918
041466373;000802918
105219460;001332126
043600891;001028098
043600891;001028098
043600891;001028098
043600891;001028098
043600891;001028098
043600891;001028098
043600891;001028098
043600891;001028098
043600891;001028098
043600891;001028098
043600891;001028098
043600891;001028098
043600891;001028098
043600891;001028098
043600891;001028098
043600891;001028098
043600891;001028098
043600891;001028098
044176104;000550412
044176104;000550412
044176104;000550412
044176104;000550412
044176104;000550412
044176104;000550412
044176104;000550412
044176104;000550412
044176104;000550412
087742683;001261359
087742683;001261359
087742683;001261359
087742683;001261359
106960326;001360562
106960326;001360562
106960326;001360562
106960326;001360562
106062700;001357025
106062700;001357025
833449141;001735963
833449141;001735963
833449141;001735963
833449141;001735963
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
173420885;000735677
117317969;001476898
117317969;001476898
117317969;001476898
117317969;001476898
101311656;001338927
101311656;001338927
101311656;001338927
101311656;001338927
063319829;000854620
099931060;001327575
097402397;001306831
86417618X;001205583
060064951;000376828
840802218;000013393
092862969;001669907
088032450;001264002
061606189;000559905
17160847X;001752630
162095864;001686795
057723567;001846693
05807788X;002962249
174387628;001777088
09820873X;000977630
059399643;000202131
865664781;000830881
172694574;001761139
065181298;001105351
843155817;001799607
053676637;001785396
053727436;001683788
169053539;001324302
059881208;000318580
047034696;001663438
039916049;001794443
048646156;001500573
058899162;000012851
064259617;001040734
064011720;000947588
063199904;000827814
062850970;000721576
061741116;000595819
062856650;000723111
831213477;001753638
865106568;000601773
154212660;001674294
063737744;001842423
062972014;000802648
059275308;000167511
063728826;000906877
036327840;001792849
088361810;001267001
036386332;000587714
175593922;001849318
063301644;000848987
864312296;000031475
060732407;000450382
865791694;000841675
089044657;001269383
089046498;001269351
062834347;000716697
047912081;000686185
051602334;001502702
110108671;001384506
05090616X;001318499
039813967;001332904
039813967;001332904
039813967;001332904
039813967;001332904
039813967;001332904
039813967;001332904
039813967;001332904
039813967;001332904
039813967;001332904
046658319;001380047
054186145;001472978
861442954;001268997
864660235;001358094
096873019;000228421
059438711;000229111
059437715;000228535
048541893;001428097
047030798;001473112
106060848;001357002
112328709;001405612
115040404;001465204
863442722;001249709
863697100;001394759
049541420;001360425
046723854;001481080
110012976;001382012
045949441;001401504
040930157;001354215
046045856;001375128
100634206;001480362
041585321;001489862
062504371;000669765
058640983;000659330
087497905;001259087
050839063;000077078
08343013X;000966071
047584629;001391476
118789465;001483277
084704810;001231248
833559168;000148583
10298705X;001097675
102186197;001730109
099939746;001327729
084393157;001229073
833398180;001256402
123565383;001501687
087965682;001781591
037399004;001090851
161782094;001775476
058938591;000030966
061929778;000644236
088241793;001266749
183972619;001839248
244846278;000495463
063878879;000927596
840325525;001392946
84022172X;001331226
241511089;001471597
046156828;001474432
036151408;001263831
036151408;001263831
036151408;001263831
036151408;001263831
047031212;001320495
054868319;001475945
84412415X;001369518
118571028;001481134
111165830;001394257
089742842;001270088
099933837;001327620
050773542;001311790
066219868;001429236
058938435;000030934
041603087;000030978
041603133;000030979
047096608;001884929
057426511;000384100
840316852;000227534
052223922;000161059
163899169;001590079
167706748;001724603
090907884;001282761
058834184;000541819
134837649;001547873
244008779;001942482
185208967;001846782
053343883;000472852
060813059;000472851
061537128;000541716
06153711X;000541715
05146263X;001908946
061537136;000541717
061537160;000541723
203267990;001856604
180444743;001917379
054335388;001152891
241191564;001328142
114641129;001455058
049029053;001413161
852397968;001461462
046106006;001447406
041747488;001368645
102993343;001349126
052450465;001489203
061502499;001232872
093649150;001293455
104807652;001412647
108587274;000963319
062756648;000697451
038281295;001758935
110568249;001759156
841360030;000805764
063236915;000835256
060894105;000497098
185288707;001847692
064199983;001023594
186037511;001855920
054070236;001909538
044390734;001703592
225947250;001496330
041653432;000725320
245572767;000736726
24558806X;000737461
24558806X;000737461
24558806X;000737461
24558806X;000737461
24558806X;000737461
24558806X;000737461
24558806X;000737461
24558806X;000737461
24558806X;000737461
062934090;000737155
062935801;000737462
062934201;000737170
06293581X;000737463
062934082;000737154
245597344;000737464
245597344;000737464
245597344;000737464
245597344;000737464
245597344;000737464
245597344;000737464
245597344;000737464
245597344;000737464
245597344;000737464
062924494;000735678
062935399;000737402
062935402;000737404
062935828;000737465
062935836;000737466
24559986X;000737467
245878505;001931207
062934074;000737153
062934104;000737156
06293578X;000737458
06293239X;000736830
062934252;000737176
245883770;000737013
245883770;000737013
245883770;000737013
245883770;000737013
062934112;000737157
062931717;000736731
062937510;000737845
062934198;000737169
062931695;000736729
245966471;001931259
062931652;000736723
062924508;000735679
062924516;000735680
062932365;000736827
062931660;000736724
062932918;000736924
258047674;001931310
06293421X;000737171
062925903;000735880
06293340X;000737011
062937502;000737843
245586466;000737844
245586466;000737844
245586466;000737844
245586466;000737844
062935798;000737459
24558742X;001931124
059897708;000324903
059897708;000324903
059897716;000324904
842607552;000324905
842607552;000324906
043199186;001849399
045343667;001856028
047003642;001850037
046271279;001855302
038103028;000011845
036065188;001196583
058649476;001728053
191087416;001872849
246144483;001872887
246145765;001872890
246146710;001872893
246148020;001872898
246148489;001872901
057085242;001872906
191087564;001872852
191087599;001872854
191087629;001872857
191087807;001872861
191088110;001872865
191088145;001872880
246141921;001872881
246143258;001872885
062652605;000677782
062652613;000677783
062652621;000677784
06265263X;000677785
036151408;001263831
036151408;001263831
036151408;001263831
036151408;001263831
245586466;000737844
245586466;000737844
245586466;000737844
245586466;000737844
24558806X;000737461
24558806X;000737461
24558806X;000737461
24558806X;000737461
24558806X;000737461
24558806X;000737461
24558806X;000737461
24558806X;000737461
24558806X;000737461
245597344;000737464
245597344;000737464
245597344;000737464
245597344;000737464
245597344;000737464
245597344;000737464
245597344;000737464
245597344;000737464
245597344;000737464
245597344;000737464
245597344;000737464
245597344;000737464
245597344;000737464
245597344;000737464
245597344;000737464
245597344;000737464
245597344;000737464
245597344;000737464
059897708;000324903
059897708;000324903
24558806X;000737461
24558806X;000737461
24558806X;000737461
24558806X;000737461
24558806X;000737461
24558806X;000737461
24558806X;000737461
24558806X;000737461
24558806X;000737461
062936360;000737570
245883770;000737013
245883770;000737013
245883770;000737013
245883770;000737013
039813967;001332904
039813967;001332904
039813967;001332904
039813967;001332904
039813967;001332904
039813967;001332904
039813967;001332904
039813967;001332904
039813967;001332904
039813967;001332904
039813967;001332904
039813967;001332904
039813967;001332904
039813967;001332904
039813967;001332904
039813967;001332904
039813967;001332904
039813967;001332904
